nct_id,sponsor_types,num_collaborators,countries,num_countries,lead_sponsor_type
NCT01146847,INDUSTRY,0,Germany,1,INDUSTRY
NCT04329273,OTHER,0,Greece,1,OTHER
NCT03010488,OTHER,0,United States,1,OTHER
NCT03622580,INDUSTRY,0,United States;Austria;Bulgaria;France;Germany;Hungary;Israel;Italy;Japan;Mexico;Peru;Poland;Russia;Slovakia;Spain;Turkey (Türkiye),16,INDUSTRY
NCT05257382,OTHER,0,Belgium,1,OTHER
NCT05333237,OTHER,0,Austria,1,OTHER
NCT03461458,OTHER,0,United States,1,OTHER
NCT03004183,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02173366,OTHER;UNKNOWN,1,United States,1,OTHER
NCT01920490,OTHER,0,Brazil,1,OTHER
NCT01966055,INDUSTRY;FED,1,United States,1,INDUSTRY
NCT02534935,INDUSTRY,0,Australia;Czechia;Finland;Poland,4,INDUSTRY
NCT01896128,OTHER;INDUSTRY,1,United States,1,OTHER
NCT03247881,FED,0,United States,1,FED
NCT04421430,OTHER,0,Turkey (Türkiye),1,OTHER
NCT04683055,OTHER,0,Egypt,1,OTHER
NCT00544349,OTHER,0,France,1,OTHER
NCT04464239,INDUSTRY,0,United States,1,INDUSTRY
NCT00255307,INDUSTRY;OTHER,2,Canada,1,INDUSTRY
NCT01517802,INDUSTRY,0,United States;Australia;Belgium;Germany;Spain;Sweden;United Kingdom,7,INDUSTRY
NCT02827968,INDUSTRY,0,United States,1,INDUSTRY
NCT03559829,OTHER,1,United States,1,OTHER
NCT01662804,OTHER,0,United States,1,OTHER
NCT01606956,OTHER,0,South Korea,1,OTHER
NCT02655770,OTHER;INDUSTRY,2,Denmark,1,OTHER
NCT04485273,OTHER,0,Egypt,1,OTHER
NCT01696916,OTHER,0,Germany,1,OTHER
NCT01526421,OTHER;NIH,1,Canada,1,OTHER
NCT04530136,INDUSTRY,0,United States,1,INDUSTRY
NCT00156156,INDUSTRY,0,,0,INDUSTRY
NCT02012361,OTHER,0,United States,1,OTHER
NCT03303144,INDUSTRY,0,United States,1,INDUSTRY
NCT00200616,OTHER,0,France,1,OTHER
NCT00126555,NIH,0,United States,1,NIH
NCT00537199,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02267122,OTHER,0,,0,OTHER
NCT02243683,INDUSTRY;OTHER;UNKNOWN,4,United Kingdom,1,INDUSTRY
NCT04712266,INDUSTRY;OTHER,1,United States,1,INDUSTRY
NCT01929759,OTHER;INDUSTRY,2,United States,1,OTHER
NCT01836926,OTHER;UNKNOWN,2,Egypt,1,OTHER
NCT00782275,OTHER;INDUSTRY,4,United States,1,OTHER
NCT00158106,OTHER,0,United Kingdom,1,OTHER
NCT00435487,INDUSTRY,0,India,1,INDUSTRY
NCT00698204,OTHER;NIH;INDUSTRY,2,United States,1,OTHER
NCT03115320,OTHER,0,Finland,1,OTHER
NCT01056042,OTHER,0,Thailand,1,OTHER
NCT02730559,OTHER,0,,0,OTHER
NCT02684760,INDUSTRY,0,Belgium,1,INDUSTRY
NCT01093755,OTHER,0,United States,1,OTHER
NCT00774930,INDUSTRY,0,United States;Brazil;Czechia;India;Latvia;Poland;Russia;Serbia;South Africa;Turkey (Türkiye);Ukraine,11,INDUSTRY
NCT04875689,OTHER,0,Pakistan,1,OTHER
NCT01096706,OTHER;OTHER_GOV,1,United Kingdom,1,OTHER
NCT00168454,INDUSTRY,0,United States;Belgium;Canada;Germany;Poland;United Kingdom,6,INDUSTRY
NCT05236543,INDUSTRY,1,United Kingdom,1,INDUSTRY
NCT04402736,OTHER,0,China,1,OTHER
NCT00023959,NIH,0,United States,1,NIH
NCT01265927,OTHER;INDUSTRY,2,United States,1,OTHER
NCT04691830,OTHER,1,Egypt,1,OTHER
NCT00547521,INDUSTRY,0,United States;Australia;Mexico;South Africa,4,INDUSTRY
NCT02312609,INDUSTRY,0,,0,INDUSTRY
NCT05151692,INDUSTRY,0,China,1,INDUSTRY
NCT03855228,INDUSTRY,0,,0,INDUSTRY
NCT01003080,OTHER,0,United States,1,OTHER
NCT01257113,OTHER,0,Norway,1,OTHER
NCT02907255,OTHER,1,Canada,1,OTHER
NCT02559934,INDUSTRY,0,Taiwan,1,INDUSTRY
NCT01903161,OTHER,0,South Korea,1,OTHER
NCT00411268,INDUSTRY,0,,0,INDUSTRY
NCT03130283,OTHER,0,Spain,1,OTHER
NCT03473314,OTHER;INDUSTRY,1,Canada,1,OTHER
NCT02024789,INDUSTRY,0,United States;Argentina;Canada;France;Italy;Mexico;New Zealand;Singapore;Spain;United Kingdom,10,INDUSTRY
NCT00351052,INDUSTRY,0,Germany,1,INDUSTRY
NCT02872220,INDUSTRY,0,United States,1,INDUSTRY
NCT01498874,INDUSTRY,0,United States,1,INDUSTRY
NCT03048162,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01013194,OTHER,1,Italy,1,OTHER
NCT01574794,OTHER;OTHER_GOV,3,Canada,1,OTHER
NCT02859064,OTHER;INDUSTRY,1,United States,1,OTHER
NCT00811174,INDUSTRY,0,Austria,1,INDUSTRY
NCT01683084,OTHER;INDUSTRY,2,United States,1,OTHER
NCT01404208,OTHER;NIH,2,United States,1,OTHER
NCT02467738,OTHER,0,United States,1,OTHER
NCT00966173,OTHER,0,Sweden,1,OTHER
NCT03224975,OTHER,0,France,1,OTHER
NCT00918632,INDUSTRY,0,Belgium,1,INDUSTRY
NCT03011203,OTHER;UNKNOWN,4,Netherlands,1,OTHER
NCT01018901,OTHER,0,United States,1,OTHER
NCT01560689,OTHER,0,France,1,OTHER
NCT01598441,OTHER;UNKNOWN,1,China,1,OTHER
NCT02835612,OTHER;OTHER_GOV,3,Brazil,1,OTHER
NCT03085550,OTHER,0,United Kingdom,1,OTHER
NCT03957538,OTHER,0,United Kingdom,1,OTHER
NCT02638675,OTHER;INDUSTRY,3,Canada,1,OTHER
NCT02708693,OTHER_GOV,0,,0,OTHER_GOV
NCT01820754,OTHER,0,United States,1,OTHER
NCT01304862,OTHER,0,United States,1,OTHER
NCT04532398,OTHER,0,Switzerland,1,OTHER
NCT05409092,OTHER;INDUSTRY,1,United States,1,OTHER
NCT00629473,INDUSTRY,0,Australia,1,INDUSTRY
NCT01312350,OTHER,0,South Korea,1,OTHER
NCT01867723,OTHER,0,Norway,1,OTHER
NCT02935920,OTHER,0,Denmark,1,OTHER
NCT00880724,INDUSTRY,0,Austria;Belgium;Germany;Italy;Spain;United Kingdom,6,INDUSTRY
NCT03804697,OTHER,0,,0,OTHER
NCT03068949,OTHER;NIH,1,United States,1,OTHER
NCT01257919,INDUSTRY,1,United States,1,INDUSTRY
NCT04632329,INDUSTRY,0,United States,1,INDUSTRY
NCT03116516,INDUSTRY,0,South Korea,1,INDUSTRY
NCT01625026,OTHER,1,Sweden,1,OTHER
NCT02018835,OTHER,0,France,1,OTHER
NCT03023774,OTHER,0,,0,OTHER
NCT01567254,OTHER_GOV,0,Israel,1,OTHER_GOV
NCT00095368,INDUSTRY,0,United States,1,INDUSTRY
NCT02907931,OTHER,0,United States,1,OTHER
NCT00779467,OTHER,0,United States,1,OTHER
NCT03563716,INDUSTRY,0,United States;France;Serbia;South Korea;Spain;Taiwan,6,INDUSTRY
NCT03853811,OTHER,0,United States,1,OTHER
NCT00039052,INDUSTRY,0,United States,1,INDUSTRY
NCT00668954,OTHER;INDUSTRY,1,United States,1,OTHER
NCT00341250,NIH,0,Mali,1,NIH
NCT03640650,OTHER;INDUSTRY,2,Canada,1,OTHER
NCT03547804,OTHER,0,China,1,OTHER
NCT01589315,OTHER,0,United States,1,OTHER
NCT00401596,INDUSTRY,0,,0,INDUSTRY
NCT00205790,INDUSTRY,0,United States,1,INDUSTRY
NCT03494647,OTHER,0,United States,1,OTHER
NCT00330070,INDUSTRY,0,United States,1,INDUSTRY
NCT03265366,OTHER,0,France,1,OTHER
NCT00714675,OTHER;UNKNOWN,1,France,1,OTHER
NCT00972387,OTHER,0,United States,1,OTHER
NCT00525824,INDUSTRY,0,United States;Argentina;Brazil;Chile;Colombia;Lithuania;Netherlands;Peru;Venezuela,9,INDUSTRY
NCT00414817,OTHER;NIH,1,United States,1,OTHER
NCT00001078,NIH,1,United States;Puerto Rico,2,NIH
NCT00297310,INDUSTRY,0,,0,INDUSTRY
NCT01563107,OTHER;NIH,1,United States,1,OTHER
NCT02564406,OTHER,0,Italy,1,OTHER
NCT00037596,INDUSTRY,0,,0,INDUSTRY
NCT04066231,OTHER,0,Belgium,1,OTHER
NCT00901498,INDUSTRY,0,United States,1,INDUSTRY
NCT02724423,INDUSTRY,0,United States,1,INDUSTRY
NCT01798446,OTHER;INDUSTRY,1,South Korea,1,OTHER
NCT06333717,OTHER,0,Sweden,1,OTHER
NCT02397460,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT04109625,OTHER;INDUSTRY,1,France,1,OTHER
NCT03359642,OTHER,0,France,1,OTHER
NCT00005968,OTHER;NIH,1,United States,1,OTHER
NCT03652038,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT02659150,OTHER;INDUSTRY,2,,0,OTHER
NCT02684513,OTHER;UNKNOWN,1,United States,1,OTHER
NCT03138356,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT03066999,OTHER;UNKNOWN,1,United States,1,OTHER
NCT00422786,INDUSTRY,0,France,1,INDUSTRY
NCT00975806,INDUSTRY,0,United States,1,INDUSTRY
NCT01447810,OTHER,0,United States,1,OTHER
NCT02184169,OTHER;INDUSTRY,1,United States,1,OTHER
NCT03031184,OTHER;UNKNOWN,10,United Kingdom,1,OTHER
NCT01738334,OTHER;OTHER_GOV,1,Brazil,1,OTHER
NCT01587898,INDUSTRY,1,United States;Canada;Germany,3,INDUSTRY
NCT01887054,OTHER,0,United States,1,OTHER
NCT02013219,INDUSTRY,0,United States;France;Hong Kong;South Korea;Spain;United Kingdom,6,INDUSTRY
NCT04554394,INDUSTRY,0,United States,1,INDUSTRY
NCT03162367,OTHER_GOV,0,Iran,1,OTHER_GOV
NCT04163458,INDUSTRY,0,United States,1,INDUSTRY
NCT00652899,OTHER,0,United States,1,OTHER
NCT00137345,INDUSTRY,0,United States;Argentina;Australia;Austria;Canada;Chile;Cyprus;France;Germany;Greece;Hungary;Italy;Norway;Portugal;Singapore;South Africa;Spain;Sweden;Taiwan;Turkey (Türkiye);United Kingdom,21,INDUSTRY
NCT01794273,OTHER,0,France,1,OTHER
NCT02797158,OTHER,0,France,1,OTHER
NCT01267656,INDUSTRY,0,United States,1,INDUSTRY
NCT01551095,OTHER,1,United States,1,OTHER
NCT01530308,OTHER,0,Netherlands,1,OTHER
NCT00784290,INDUSTRY,0,Japan,1,INDUSTRY
NCT01366521,INDUSTRY,0,United States;Estonia;France;Germany,4,INDUSTRY
NCT03862001,OTHER,1,United States,1,OTHER
NCT04414254,OTHER,0,China,1,OTHER
NCT00052416,OTHER,0,United States,1,OTHER
NCT00126581,NIH,0,United States,1,NIH
NCT02512458,OTHER;INDUSTRY,1,Greece,1,OTHER
NCT01049048,OTHER,0,United States,1,OTHER
NCT01456689,INDUSTRY,0,United States;Germany;Singapore;Spain,4,INDUSTRY
NCT02808455,INDUSTRY,1,United States,1,INDUSTRY
NCT01217151,OTHER,5,Israel;Spain,2,OTHER
NCT02745210,OTHER,0,,0,OTHER
NCT00581100,INDUSTRY,0,,0,INDUSTRY
NCT00961194,OTHER,0,France,1,OTHER
NCT04728685,OTHER,0,Saudi Arabia,1,OTHER
NCT01465945,OTHER,1,Canada,1,OTHER
NCT01079000,OTHER,0,Canada,1,OTHER
NCT04603391,OTHER,1,United States,1,OTHER
NCT01641614,OTHER,0,Brazil,1,OTHER
NCT00305526,INDUSTRY,0,Italy;Switzerland,2,INDUSTRY
NCT01631526,OTHER,0,Canada,1,OTHER
NCT00486850,OTHER;UNKNOWN,1,United States,1,OTHER
NCT01225692,OTHER,0,,0,OTHER
NCT00821106,OTHER,0,Italy,1,OTHER
NCT04223986,OTHER_GOV;OTHER,1,Norway,1,OTHER_GOV
NCT03031327,INDUSTRY,0,Italy,1,INDUSTRY
NCT04552041,INDUSTRY,0,Russia,1,INDUSTRY
NCT01726712,OTHER;NIH,2,United States,1,OTHER
NCT02002533,OTHER;NIH,2,United States,1,OTHER
NCT03692819,OTHER,0,Brazil,1,OTHER
NCT01682993,OTHER,0,Austria,1,OTHER
NCT02075892,OTHER;UNKNOWN,1,United States,1,OTHER
NCT00340574,NIH,0,United States,1,NIH
NCT00003171,OTHER;NIH,1,United States,1,OTHER
NCT01671436,OTHER,0,United States,1,OTHER
NCT02991404,OTHER,0,United States,1,OTHER
NCT03624361,INDUSTRY,0,France;Germany;Spain,3,INDUSTRY
NCT00601874,INDUSTRY,0,United States,1,INDUSTRY
NCT03622541,OTHER,0,Hong Kong,1,OTHER
NCT03412006,INDUSTRY,0,Bulgaria;Denmark;Finland;Israel;Italy;Spain;Sweden,7,INDUSTRY
NCT02980731,INDUSTRY,0,Argentina;Australia;Bulgaria;Hong Kong;Hungary;Mexico;New Zealand;Poland;Russia;Taiwan,10,INDUSTRY
NCT04095754,OTHER,0,Egypt,1,OTHER
NCT00310427,NIH;INDUSTRY,1,United States,1,NIH
NCT00818545,INDUSTRY,0,France,1,INDUSTRY
NCT04291586,OTHER,1,Portugal,1,OTHER
NCT01625182,INDUSTRY,1,United States;Australia;Belgium;Canada;Czechia;France;Germany;Greece;Israel;Italy;Japan;Netherlands;Poland;Spain;United Kingdom,15,INDUSTRY
NCT00810576,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02897284,OTHER;OTHER_GOV,1,,0,OTHER
NCT00233168,OTHER;NIH,1,United States,1,OTHER
NCT00756067,INDUSTRY,0,Sweden,1,INDUSTRY
NCT00321659,OTHER;NIH,2,,0,OTHER
NCT03053921,OTHER,0,,0,OTHER
NCT03765645,OTHER,0,India,1,OTHER
NCT01559974,OTHER,0,Switzerland,1,OTHER
NCT00002585,OTHER;NIH,1,United States,1,OTHER
NCT01014221,OTHER,0,Taiwan,1,OTHER
NCT02772861,OTHER,0,United Kingdom,1,OTHER
NCT05072899,OTHER,0,Egypt,1,OTHER
NCT00719563,OTHER;NIH,1,United States,1,OTHER
NCT02988037,OTHER,0,,0,OTHER
NCT03487094,INDUSTRY,0,United States,1,INDUSTRY
NCT04165005,OTHER,1,Israel,1,OTHER
NCT03466593,OTHER,0,Sweden,1,OTHER
NCT00921310,OTHER,0,United States,1,OTHER
NCT01204593,INDUSTRY,0,Algeria;Argentina;Brazil;Colombia;Kuwait;Mexico;Saudi Arabia;South Africa;Tunisia,9,INDUSTRY
NCT01182077,INDUSTRY,0,United States,1,INDUSTRY
NCT03283267,INDUSTRY,0,Hong Kong,1,INDUSTRY
NCT02745392,INDUSTRY,0,United States,1,INDUSTRY
NCT01558856,OTHER,0,France,1,OTHER
NCT04223128,OTHER,0,Egypt,1,OTHER
NCT03919422,OTHER,0,China,1,OTHER
NCT02059395,OTHER,0,Canada,1,OTHER
NCT02998775,INDUSTRY,0,United States,1,INDUSTRY
NCT01743287,INDUSTRY,0,South Korea,1,INDUSTRY
NCT01683656,OTHER,4,Switzerland,1,OTHER
NCT03476811,OTHER,0,United States,1,OTHER
NCT01996917,OTHER;INDUSTRY,1,United States,1,OTHER
NCT05812222,OTHER,0,Turkey (Türkiye),1,OTHER
NCT02077829,OTHER;UNKNOWN;OTHER_GOV,2,Norway,1,OTHER
NCT00004234,NETWORK,0,Canada,1,NETWORK
NCT04398784,OTHER;UNKNOWN,4,United States,1,OTHER
NCT01493986,OTHER,0,Norway,1,OTHER
NCT04457037,OTHER_GOV;OTHER,1,Belarus,1,OTHER_GOV
NCT02599168,OTHER,0,India,1,OTHER
NCT02758548,INDUSTRY,0,Germany;Italy;Netherlands;Spain;United Kingdom,5,INDUSTRY
NCT04645485,OTHER_GOV,0,United Arab Emirates,1,OTHER_GOV
NCT01813175,INDUSTRY,0,Thailand,1,INDUSTRY
NCT02485119,INDUSTRY,0,Japan,1,INDUSTRY
NCT01986231,OTHER,2,United States,1,OTHER
NCT00812110,OTHER,0,United States,1,OTHER
NCT02743078,OTHER;INDUSTRY,1,United States,1,OTHER
NCT05021471,OTHER,0,Pakistan,1,OTHER
NCT03530644,INDUSTRY,0,Denmark,1,INDUSTRY
NCT00743444,INDUSTRY,0,,0,INDUSTRY
NCT02374099,INDUSTRY,0,United States;Belgium;France;Germany;Italy;Spain,6,INDUSTRY
NCT00742495,INDUSTRY;OTHER,1,Austria;Czechia;France;Germany;Italy;United Kingdom,6,INDUSTRY
NCT00461279,OTHER;OTHER_GOV,1,Canada,1,OTHER
NCT00865618,INDUSTRY,0,,0,INDUSTRY
NCT02577224,OTHER;INDUSTRY,2,United Kingdom,1,OTHER
NCT04487353,OTHER,1,Turkey (Türkiye),1,OTHER
NCT04415580,OTHER,0,Italy,1,OTHER
NCT03569852,FED;OTHER,1,United States,1,FED
NCT01555736,OTHER;INDUSTRY,1,Poland,1,OTHER
NCT00001925,NIH,0,United States,1,NIH
NCT00000412,OTHER;NIH;INDUSTRY,2,United States,1,OTHER
NCT02082340,OTHER;UNKNOWN,2,Armenia,1,OTHER
NCT01410240,INDUSTRY,0,United States,1,INDUSTRY
NCT00494559,OTHER,0,South Korea,1,OTHER
NCT05374876,OTHER,0,United States,1,OTHER
NCT01363011,INDUSTRY,0,United States;Australia;Austria;Canada;Dominican Republic;Germany;Mexico;Puerto Rico;United Kingdom,9,INDUSTRY
NCT01041677,INDUSTRY,0,Finland;Netherlands;Sweden,3,INDUSTRY
NCT03772886,OTHER,0,United States,1,OTHER
NCT03118817,INDUSTRY,0,South Korea,1,INDUSTRY
NCT03429998,OTHER,0,Spain,1,OTHER
NCT03314805,INDUSTRY,0,Taiwan,1,INDUSTRY
NCT02690285,OTHER;INDUSTRY;FED,2,United States,1,OTHER
NCT00194935,OTHER,0,United States,1,OTHER
NCT03653143,OTHER,0,United States,1,OTHER
NCT00489541,INDUSTRY,0,United States,1,INDUSTRY
NCT03920345,INDUSTRY,1,United States,1,INDUSTRY
NCT03962673,OTHER,0,Canada,1,OTHER
NCT01756924,INDUSTRY,0,United States,1,INDUSTRY
NCT04024826,OTHER,0,United States,1,OTHER
NCT01431157,OTHER,0,United States,1,OTHER
NCT02980835,OTHER;FED,1,United States,1,OTHER
NCT03135028,INDUSTRY,0,Japan,1,INDUSTRY
NCT01756521,OTHER,3,South Korea,1,OTHER
NCT00967824,OTHER;NIH,1,,0,OTHER
NCT05374668,OTHER,0,Turkey (Türkiye),1,OTHER
NCT03951454,OTHER,2,United States,1,OTHER
NCT00529581,INDUSTRY,0,United States,1,INDUSTRY
NCT00587483,OTHER,0,United States,1,OTHER
NCT00925418,OTHER,0,France,1,OTHER
NCT02157597,OTHER,2,United States,1,OTHER
NCT04119739,OTHER,0,Venezuela,1,OTHER
NCT04859738,OTHER,0,Turkey (Türkiye),1,OTHER
NCT01715896,INDUSTRY,0,Argentina;Colombia;Czechia;France;Greece;Hungary;Israel;Mexico;Portugal;Russia;Serbia;Slovakia;Spain;United Kingdom,14,INDUSTRY
NCT03272815,OTHER,0,Canada,1,OTHER
NCT01087190,OTHER,0,South Korea,1,OTHER
NCT05226611,OTHER,0,United States,1,OTHER
NCT00273572,OTHER_GOV;INDUSTRY;UNKNOWN,2,Israel,1,OTHER_GOV
NCT03600064,OTHER,0,Egypt,1,OTHER
NCT01464177,OTHER,0,Brazil,1,OTHER
NCT00813618,INDUSTRY,0,United States,1,INDUSTRY
NCT01703325,OTHER,0,Thailand,1,OTHER
NCT02090725,OTHER;INDUSTRY,1,United States,1,OTHER
NCT04523506,OTHER,0,United States,1,OTHER
NCT00291876,INDUSTRY,0,Belgium,1,INDUSTRY
NCT00754286,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02771327,OTHER;OTHER_GOV,1,Spain,1,OTHER
NCT00441974,INDUSTRY,0,China,1,INDUSTRY
NCT01349530,OTHER;OTHER_GOV,1,France,1,OTHER
NCT00581243,INDUSTRY,1,,0,INDUSTRY
NCT03969875,OTHER,0,United States,1,OTHER
NCT00057330,INDUSTRY,0,United States;Canada,2,INDUSTRY
NCT03093272,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02167698,OTHER,0,India,1,OTHER
NCT00424606,OTHER,1,Greece,1,OTHER
NCT01312987,OTHER,1,,0,OTHER
NCT05312788,OTHER,0,Pakistan,1,OTHER
NCT01019083,OTHER,1,Bangladesh,1,OTHER
NCT02746718,OTHER,0,France,1,OTHER
NCT01809210,INDUSTRY,0,United Kingdom,1,INDUSTRY
NCT04689516,OTHER,0,Egypt,1,OTHER
NCT03072186,OTHER,0,United States,1,OTHER
NCT00592553,INDUSTRY,0,United States;Australia;Belgium;Canada;France;Germany;Israel;Italy;Spain;Sweden;United Kingdom,11,INDUSTRY
NCT01191736,OTHER,2,,0,OTHER
NCT00442845,INDUSTRY,0,Cameroon;Canada;Italy;Spain;United Kingdom,5,INDUSTRY
NCT00456755,OTHER,0,Hong Kong,1,OTHER
NCT03080181,OTHER,0,,0,OTHER
NCT00055497,INDUSTRY,0,United States,1,INDUSTRY
NCT05005247,OTHER,0,United Kingdom,1,OTHER
NCT02115737,OTHER,0,Canada,1,OTHER
NCT00642252,OTHER,1,United States,1,OTHER
NCT02225561,OTHER,0,France,1,OTHER
NCT04395105,OTHER,0,Argentina,1,OTHER
NCT00425009,OTHER;NIH,1,China,1,OTHER
NCT00089102,OTHER,0,United States,1,OTHER
NCT03714685,INDUSTRY,1,United Kingdom,1,INDUSTRY
NCT00241007,INDUSTRY,0,United States,1,INDUSTRY
NCT01811082,OTHER,0,China,1,OTHER
NCT02943980,OTHER,0,Germany,1,OTHER
NCT01263535,INDUSTRY;OTHER,1,Switzerland,1,INDUSTRY
NCT03151083,FED,2,United States,1,FED
NCT03721185,OTHER,3,,0,OTHER
NCT03202446,INDUSTRY,0,Peru,1,INDUSTRY
NCT03277066,INDUSTRY,0,United States,1,INDUSTRY
NCT03372031,OTHER,0,United States,1,OTHER
NCT03609567,OTHER,0,United States,1,OTHER
NCT02665468,FED,0,United States,1,FED
NCT02593448,OTHER,0,Poland,1,OTHER
NCT04013451,OTHER,0,Canada,1,OTHER
NCT02014909,INDUSTRY,0,United States,1,INDUSTRY
NCT03656445,OTHER,0,,0,OTHER
NCT03560297,OTHER;FED,1,United States,1,OTHER
NCT00467493,INDUSTRY,0,United States,1,INDUSTRY
NCT01382862,OTHER;UNKNOWN,8,Germany,1,OTHER
NCT03287635,OTHER;INDUSTRY,1,United States,1,OTHER
NCT02790476,OTHER,0,United States,1,OTHER
NCT03679624,OTHER;INDUSTRY,2,United States,1,OTHER
NCT00002588,OTHER;NIH,1,United States,1,OTHER
NCT02324920,INDUSTRY,0,Canada;France;Italy;Netherlands;Portugal;Spain,6,INDUSTRY
NCT05497258,OTHER,0,China,1,OTHER
NCT02750280,OTHER;INDUSTRY,1,United States,1,OTHER
NCT03255785,INDUSTRY,0,Armenia,1,INDUSTRY
NCT02084654,OTHER,0,,0,OTHER
NCT00696839,OTHER,1,United States,1,OTHER
NCT03095963,OTHER,0,,0,OTHER
NCT00361920,OTHER;INDUSTRY,1,United States,1,OTHER
NCT01751451,OTHER;INDUSTRY,14,United States,1,OTHER
NCT00904020,INDUSTRY,0,United States,1,INDUSTRY
NCT03022396,OTHER;NIH,1,,0,OTHER
NCT02272010,OTHER,1,United States,1,OTHER
NCT01769781,NETWORK,0,Italy,1,NETWORK
NCT01395134,OTHER,0,Poland,1,OTHER
NCT05069766,OTHER;UNKNOWN,1,Denmark,1,OTHER
NCT02895334,OTHER;NIH,2,United States,1,OTHER
NCT00611156,OTHER,1,Denmark,1,OTHER
NCT05341258,OTHER_GOV,0,Turkey (Türkiye),1,OTHER_GOV
NCT01699399,OTHER,0,Taiwan,1,OTHER
NCT04821674,INDUSTRY,0,Japan,1,INDUSTRY
NCT03288792,INDUSTRY,0,United States,1,INDUSTRY
NCT05362253,OTHER,0,China,1,OTHER
NCT02046460,OTHER,0,Denmark;Germany;Switzerland,3,OTHER
NCT04159688,OTHER;NIH,1,United States,1,OTHER
NCT02748187,OTHER,0,United Kingdom,1,OTHER
NCT04398589,OTHER,1,South Korea,1,OTHER
NCT01286259,OTHER,1,United States,1,OTHER
NCT01046110,INDUSTRY,0,United States;Argentina;Canada;India;Mexico;South Africa;Turkey (Türkiye),7,INDUSTRY
NCT00408707,OTHER,0,Denmark,1,OTHER
NCT04152213,OTHER,0,Hong Kong,1,OTHER
NCT00631319,INDUSTRY,0,,0,INDUSTRY
NCT03923686,OTHER,0,Czechia,1,OTHER
NCT00003368,NIH;OTHER,1,United States,1,NIH
NCT04468685,OTHER_GOV,0,Egypt,1,OTHER_GOV
NCT04280653,INDUSTRY,0,United States,1,INDUSTRY
NCT00288522,INDUSTRY,0,Spain,1,INDUSTRY
NCT03595943,OTHER,1,Canada,1,OTHER
NCT03407677,OTHER,0,Denmark,1,OTHER
NCT01230827,INDUSTRY,1,United States;Austria;Belgium;Brazil;Canada;Finland;Germany;Lithuania;Mexico;Netherlands;Poland;Russia,12,INDUSTRY
NCT01718574,OTHER;UNKNOWN,1,Canada,1,OTHER
NCT01436474,OTHER,0,United States,1,OTHER
NCT00482040,OTHER,0,,0,OTHER
NCT02067767,OTHER,0,France,1,OTHER
NCT00872326,OTHER;OTHER_GOV,1,Spain,1,OTHER
NCT00273130,OTHER,0,Denmark,1,OTHER
NCT01518413,OTHER,0,United States,1,OTHER
NCT02686385,OTHER,0,India,1,OTHER
NCT00282152,OTHER,0,,0,OTHER
NCT03195270,OTHER;INDUSTRY,1,United States,1,OTHER
NCT00099580,INDUSTRY,0,United States,1,INDUSTRY
NCT02624869,INDUSTRY,0,United States;Australia;Austria;Belgium;Brazil;Canada;Colombia;Czechia;Greece;Hungary;Italy;Malaysia;Netherlands;Norway;Poland;Portugal;Russia;Slovenia;South Africa;Spain;Switzerland;Turkey (Türkiye);United Kingdom,23,INDUSTRY
NCT01739933,OTHER,0,United States,1,OTHER
NCT03958292,OTHER,0,Italy,1,OTHER
NCT03593447,INDUSTRY;OTHER,1,China,1,INDUSTRY
NCT02078037,OTHER,0,United States,1,OTHER
NCT01817413,OTHER;OTHER_GOV,1,United Kingdom,1,OTHER
NCT01366677,OTHER,0,United States,1,OTHER
NCT02230891,FED;OTHER,1,United States,1,FED
NCT05176405,OTHER,0,United States,1,OTHER
NCT02456805,INDUSTRY,0,United States;Canada,2,INDUSTRY
NCT00461656,OTHER;UNKNOWN,8,Germany;Netherlands,2,OTHER
NCT05173649,OTHER,0,Pakistan,1,OTHER
NCT00644592,OTHER,1,United States,1,OTHER
NCT03578679,OTHER_GOV,0,Senegal,1,OTHER_GOV
NCT03447158,OTHER,0,Taiwan,1,OTHER
NCT03044873,INDUSTRY,0,United States,1,INDUSTRY
NCT01403116,INDUSTRY;OTHER,2,United States;Germany,2,INDUSTRY
NCT03117998,INDUSTRY,0,United States,1,INDUSTRY
NCT03468686,OTHER,1,Iran,1,OTHER
NCT03169023,OTHER;UNKNOWN,1,United States,1,OTHER
NCT03728894,OTHER,0,Syria,1,OTHER
NCT04090775,INDUSTRY,0,United States,1,INDUSTRY
NCT03920930,OTHER,0,Germany,1,OTHER
NCT04674800,INDUSTRY,1,India,1,INDUSTRY
NCT02695810,OTHER;INDUSTRY,4,Denmark,1,OTHER
NCT03756428,OTHER,0,Spain,1,OTHER
NCT00427596,INDUSTRY,0,United States,1,INDUSTRY
NCT02941653,OTHER,0,Brazil,1,OTHER
NCT00672386,INDUSTRY,0,Belgium;Denmark;Finland;Germany;India;Netherlands;Norway;Poland;Russia;Sweden;United Kingdom,11,INDUSTRY
NCT03093506,OTHER,0,Denmark,1,OTHER
NCT03061149,OTHER,0,Poland,1,OTHER
